Development Name,Borough,Account Name,Location,Meter AMR,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (Therms),ES Commodity,Underlying Utility
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 02,AMR,94,671,K009400,FEDERAL,ny005011700p,National Grid NYC,8764758,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,512706,N,257.58,T1A TRAN RES N-Ht,Yes,290.45,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 02,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8764758,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5151051,Y,102.48,T1A TRAN RES N-Ht,Yes,115.55,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 02,AMR,94,671,K009400,FEDERAL,ny005011700p,National Grid NYC,8861036,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,512706,N,301.36,T1A TRAN RES N-Ht,Yes,348.21,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 02,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8861036,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5151051,Y,132.23,T1A TRAN RES N-Ht,Yes,152.79,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8665188,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4558607,N,264.85,T1A TRAN RES N-Ht,Yes,280,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8665188,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4565524,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8764760,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4558607,N,269.39,T1A TRAN RES N-Ht,Yes,282,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8764760,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4565524,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8861038,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4558607,N,328.33,T1A TRAN RES N-Ht,Yes,357,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 05,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8861038,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4565524,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8665190,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5065695,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8665190,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5297937,N,283.03,T1A TRAN RES N-Ht,Yes,305,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8764761,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5065695,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8764761,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5297937,N,303.01,T1A TRAN RES N-Ht,Yes,328,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8861039,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5065695,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 01,AMR,94,671,K009400,FEDERAL,NY005011700P,National Grid NYC,8861039,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5297937,N,371.45,T1A TRAN RES N-Ht,Yes,416,UTILITY GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8589587,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910350,N,86.86,,Yes,267,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704908,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,2308910350,N,86.86,,Yes,267,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8825450,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910350,N,133.7,,Yes,411,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8926763,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910350,N,185.42,,Yes,570,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8589588,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910450,N,96.94,,Yes,298,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704909,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,2308910450,N,96.94,,Yes,298,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8926764,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910450,N,115.48,,Yes,355,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8589589,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910550,N,187.05,,Yes,575,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704733,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,2308910550,N,187.05,,Yes,575,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8925737,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910550,N,162.98,,Yes,501,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704734,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,2308910850,N,95.31,,Yes,293,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8825453,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910850,N,116.13,,Yes,357,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8926766,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910850,N,211.45,,Yes,650,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8589591,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910950,N,96.61,,Yes,297,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704735,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,2308910950,N,96.61,,Yes,297,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8825454,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910950,N,135.32,,Yes,416,BROKERED GAS,NatGrid NYC
CONEY ISLAND,BROOKLYN,CONEY ISLAND,,Not Applicable,94,671,K009400,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8926767,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910950,N,151.26,,Yes,465,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,WH,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8768639,2020-03-01T00:00:00.000,2/27/2020,3/26/2020,28,6944213,N,112.36,T1A TRAN RES N-Ht,Yes,69,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,WH,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8861089,2020-04-01T00:00:00.000,4/27/2020,4/29/2020,2,6944213,N,2.56,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8665182,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5971358,N,328.59,T1A TRAN RES N-Ht,Yes,408.11,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8665182,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,9825816,N,305.07,T1A TRAN RES N-Ht,Yes,378.89,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8764754,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5971358,N,288.7,T1A TRAN RES N-Ht,Yes,355.97,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8764754,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,9825816,N,352.01,T1A TRAN RES N-Ht,Yes,434.03,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8861032,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5971358,N,386.69,T1A TRAN RES N-Ht,Yes,484.39,UTILITY GAS,NatGrid NYC
COOPER PARK,BROOKLYN,COOPER PARK,BLD 03,AMR,69,223,K006900,FEDERAL,NY005000690P,National Grid NYC,8764247,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5623885,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,239,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8861032,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,9825816,N,412.42,T1A TRAN RES N-Ht,Yes,516.61,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),,Not Applicable,239,335,K023900,FEDERAL,NY005011660P,EAST COAST POWER & GAS,8589586,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910150,N,238.77,,Yes,734,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),,Not Applicable,239,335,K023900,FEDERAL,NY005011660P,EAST COAST POWER & GAS,8704907,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,2308910150,N,238.77,,Yes,734,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),,Not Applicable,239,335,K023900,FEDERAL,NY005011660P,EAST COAST POWER & GAS,8825449,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910150,N,325.63,,Yes,1001,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),,Not Applicable,239,335,K023900,FEDERAL,NY005011660P,EAST COAST POWER & GAS,8926762,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910150,N,275.2,,Yes,846,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8668467,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5334321,N,441.09,T2-2 TRAN GENERAL,Yes,849,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8665239,2020-02-01T00:00:00.000,2/25/2020,2/27/2020,2,5334321,N,4.55,T2-2 TRAN GENERAL,Yes,2,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8863334,2020-04-01T00:00:00.000,2/27/2020,4/27/2020,60,5334321,N,808.88,T2-2 TRAN GENERAL,Yes,1138,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8861090,2020-04-01T00:00:00.000,4/27/2020,4/29/2020,2,5334321,N,20.73,T2-2 TRAN GENERAL,Yes,44,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8665187,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5768543,N,1299.05,T1A TRAN RES N-Ht,Yes,1740.39,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8665187,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5768570,N,1108.14,T1A TRAN RES N-Ht,Yes,1484.61,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8764759,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5768543,N,1274.46,T1A TRAN RES N-Ht,Yes,1697.09,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8764759,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5768570,N,1100.1,T1A TRAN RES N-Ht,Yes,1464.91,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8861037,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5768543,N,1498.96,T1A TRAN RES N-Ht,Yes,2001.27,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8861037,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5768570,N,1309.05,T1A TRAN RES N-Ht,Yes,1747.73,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8665205,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5947450,N,38.68,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8764777,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5947450,N,39.95,T2-1 TRAN GENERAL,Yes,1,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,AMR,216,328,K021600,FEDERAL,NY005011700P,National Grid NYC,8861055,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5947450,N,42.51,T2-1 TRAN GENERAL,Yes,3,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8665242,2020-02-01T00:00:00.000,1/27/2020,2/27/2020,31,6587975,N,51.76,T2-1 TRAN GENERAL,Yes,19,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8862618,2020-04-01T00:00:00.000,2/27/2020,4/27/2020,60,6587975,N,83.9,T2-1 TRAN GENERAL,Yes,12,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8861093,2020-04-01T00:00:00.000,4/27/2020,4/29/2020,2,6587975,N,2.56,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8665243,2020-02-01T00:00:00.000,2/25/2020,2/27/2020,2,4653748,N,2.67,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8764799,2020-03-01T00:00:00.000,2/27/2020,3/26/2020,28,4653748,Y,39.03,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8862663,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4653748,N,44.39,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),BLD 01,,216,328,K021600,FEDERAL,,National Grid NYC,8861094,2020-04-01T00:00:00.000,4/27/2020,4/29/2020,2,4653748,N,2.67,T2-1 TRAN GENERAL,Yes,0,UTILITY GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,278,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8674447,2020-02-01T00:00:00.000,1/28/2020,2/27/2020,30,2308907170,N,350.35,,Yes,864.2,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,278,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8873139,2020-04-01T00:00:00.000,2/28/2020,4/29/2020,61,2308907170,N,486.64,,Yes,1200.4,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,Not Applicable,216,328,K021600,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8589590,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,2308910650,N,741.03,,Yes,2278,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,Not Applicable,216,328,K021600,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8704910,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,2308910650,N,741.03,,Yes,2278,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,Not Applicable,216,328,K021600,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8825452,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308910650,N,1219.55,,Yes,3749,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,Not Applicable,216,328,K021600,FEDERAL,NY005011700P,EAST COAST POWER & GAS,8926765,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308910650,N,810,,Yes,2490,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,328,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8674436,2020-02-01T00:00:00.000,1/28/2020,2/25/2020,28,2308918460,,0,,Yes,0,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,328,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8778532,2020-03-01T00:00:00.000,2/26/2020,3/26/2020,29,2308918460,N,0.41,,Yes,1,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,328,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8873129,2020-04-01T00:00:00.000,3/27/2020,4/27/2020,31,2308918460,N,1.26,,Yes,3.1,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,328,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8674448,2020-02-01T00:00:00.000,1/28/2020,2/27/2020,30,2308983450,N,7.82,,Yes,19.3,BROKERED GAS,
CONEY ISLAND I (SITES 4 & 5),BROOKLYN,CONEY ISLAND I (SITE 4 & 5),,,216,328,K021600,FEDERAL,,DIRECT ENERGY BUSINESS (32179),8873140,2020-04-01T00:00:00.000,2/28/2020,4/29/2020,61,2308983450,N,4.95,,Yes,12.2,BROKERED GAS,
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8665192,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4652552,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8665192,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5409484,N,424.88,T1A TRAN RES N-Ht,Yes,500,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8764763,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4652552,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8764763,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5409484,N,444.82,T1A TRAN RES N-Ht,Yes,522,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8861041,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4652552,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,238,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8861041,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5409484,N,491.35,T1A TRAN RES N-Ht,Yes,580,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,238,334,K023800,FEDERAL,NY005011720P,EAST COAST POWER & GAS,8704911,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,2308911010,N,164.6,,Yes,506,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,238,334,K023800,FEDERAL,NY005011720P,EAST COAST POWER & GAS,8825455,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,2308911010,N,188.67,,Yes,580,BROKERED GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),,Not Applicable,238,334,K023800,FEDERAL,NY005011720P,EAST COAST POWER & GAS,8926768,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,2308911010,N,193.23,,Yes,594,BROKERED GAS,NatGrid NYC
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,232,347,Q023200,FEDERAL,NY005010910P,National Grid NYC,8665137,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,1293019,N,403.07,T1A TRAN RES N-Ht,Yes,470,UTILITY GAS,NatGrid NYC
